%FECHA	DAY	DEM01	DEM02	DEM03	DEM04	DEM05	DEM06	DEM07	DEM08	DEM09	DEM10	DEM11	DEM12	DEM13	DEM14	DEM15	DEM16	DEM17	DEM18	DEM19	DEM20	DEM21	DEM22	DEM23	DEM24
14/09/2011	WED	27126.5	25176.1	24719	23976.9	24004.7	24093.3	26265.9	29738.5	32249.8	33396.4	35242.5	36495.4	37465.9	37751.7	36341.6	36093.2	36210.8	36227.9	35794.8	35154	36307.7	36632.7	33370.8	30195.8
15/09/2011	THU	27573.1	25860.3	25077.3	24367.1	24232.3	24522.6	26584.9	29883.4	32379.8	33482.8	34992.5	36493.2	37193.5	37144.1	35798.8	35723.5	36116.5	36146.5	35407.7	35013	36486.5	36268.4	33045	30343
16/09/2011	FRI	27937.8	25921.5	24909.5	24689	24329	24677.5	26519.8	30002.8	32408	33632.6	35243.4	36217	37058.7	37260.7	36027.5	35354.4	35257.6	35419	34738.3	34299.6	35488.2	35426.5	31772.6	29526.8
17/09/2011	SAT	28079.7	26527.9	24791.7	23834.6	23454.7	23266.1	23249.2	24062.1	24854.2	27139.5	29299.5	30213	31108	31558.4	30844.9	29653.6	28530.2	28198.2	28233.3	28985.7	30613	32022.9	29182.9	27241.9
18/09/2011	SUN	25509.6	23596.9	22026.5	21712.7	21238.4	20963.8	20930.4	20933.5	21361	22414.2	23969.8	24902.6	25941.9	26268.6	26475.3	25258	24160	23910.9	23879.4	24312.9	27355.7	29246.2	27320.1	26096.5
19/09/2011	MON	24066.9	22389.8	21248.2	21198.2	21458.4	21660.9	24315.8	27995.3	30196.3	31329.6	31847.3	32729.3	32934.3	32791.7	31756.2	31476.5	31729.4	31851.7	31600.7	31551	33502	33714.1	30768.1	27846
20/09/2011	TUE	26011.3	24111	22841.4	22568.7	22814.1	23195.5	25157.6	28431.3	30713.5	31282.5	32975	33297	34031.2	34421.6	32925.6	32300	32533.2	32806.7	32577.7	32479.5	33977.8	34685.4	30979.2	27766.7
21/09/2011	WED	25865.7	24193	23468.5	23187.5	23128.8	23381.9	25490.5	28362.1	30945.4	31685.8	33052.3	34010	34427.1	34327.1	33346.6	32807.9	32922.2	33292.2	32784.6	32601.1	34576.4	34822.6	31409.3	28422.3
22/09/2011	THU	26311.8	24670.7	23952.6	23212.8	22986.7	23390.4	25731.1	29330.4	31314.4	32166.3	33582.8	34279.5	34989.3	35152.2	33797.3	33176.2	33279.2	33520.6	33049.2	32998.3	35204.8	34679.4	31383.5	28120.7
23/09/2011	FRI	26292.6	24586.9	23704.4	23325.5	23138.1	23639.4	26193.5	29536.8	31481.6	32285.3	33602.8	34171.5	34812.6	34835.7	33539	32804.4	32867.6	32851.6	32144.6	31650.2	33180.3	33248.5	30291.6	27520.2
24/09/2011	SAT	25991.7	24712.6	23409	22543.5	22104	21868.8	22047.2	23106.4	23442.7	25627	27618.9	28334.2	28756	28920.9	27801.5	26376.5	25464.4	25171.7	25121.9	26521.9	29372.6	29731.6	28175.3	26119.6
25/09/2011	SUN	23958.4	22201.1	20996.2	20514.4	20093.3	19876.1	19898.2	19831.3	20113	21143.4	23008.4	23807.6	24575.6	25008.9	24936.3	23641.1	22787.3	23203.9	22998.9	23690.6	27663.9	28633.8	27834.6	25554
26/09/2011	MON	23633.9	21706.9	21063.5	20587.3	20631.7	21249.3	23999.7	27835.1	30436.4	31604.5	32662.3	33270.7	33993.9	34080.9	32707.2	31889.6	32333.5	32565.6	32044.5	32395.7	35014.8	34739.1	30909.6	27521.4
27/09/2011	TUE	25526.6	23926.1	23257.2	23031	23112.5	23300.6	25600.4	28998.3	31730.5	32288.7	33084.5	33813.9	34767.5	34871.6	33209.7	33067.6	33172.3	33344.4	32855.2	32902.1	35018.5	34751.2	31326.7	28187.1
28/09/2011	WED	25802.4	24081.4	23214.3	23000.9	22834.7	23349.6	25487.2	29204.5	31552.7	32142.2	33429.5	34033.4	34941.5	34671.5	33239.6	32764	32775.6	33128.7	32603.6	32735.9	34192.6	34255.7	31203.1	28091.8
29/09/2011	THU	25830.6	24139.1	23445.7	23111.3	22816	23193.5	25299.4	28956.8	31446.2	31926.8	33120.1	33587.6	34312	34058.6	32680	32341.7	32370.9	32572.8	32199.7	32201.6	34362.3	34100.9	31402	28253.5
30/09/2011	FRI	26107.5	24223.6	23246.9	22759.9	22498.4	22805.8	25165.6	29433.8	31327.3	32025.6	32844.4	33503	34322.3	34176.6	32603.7	32349.6	31720.5	31680	31484.5	32180.5	33886.8	32940.4	29846.8	27347.6
01/10/2011	SAT	26241.1	24642.5	23412.6	22752.9	22362.1	21951.3	22206.6	23169.7	24191.9	26203.4	28301.7	28954.4	29160.1	29525.9	27904.6	26815.6	26364.5	26016.3	26361.8	27149.7	30017.7	29824.5	27293.3	25438.4
02/10/2011	SUN	24200.1	22505	20935.2	20474.2	20244.2	20135.5	20351.7	20432.7	20219.3	21690	23514.6	24282.9	24931	25592.1	25328.2	24184.9	23739	23430.8	23692.4	24936.3	28540.8	29451.6	27947.3	25541.7
03/10/2011	MON	23644	21825.5	21163.3	20771.2	20878	21458.7	24229.7	28032.5	30791.1	31505.3	32549.5	32910.3	33550.4	33588.9	32496.6	32630.2	32332.3	32401.5	32401.2	32878.1	34921.5	34359.9	31017.9	27515.3
04/10/2011	TUE	25444	23974.3	22943.2	22607	22438.3	22718.3	24996.3	28661.5	30429.1	31377.5	32279.7	32908.5	33829.5	34099.3	32972.5	31850.4	31947.3	32046	31932.9	32606.2	35201.1	33835.5	30769.6	27353.6
05/10/2011	WED	25479.8	23643.2	23013.3	22545.1	22587.8	22821.4	25174.1	29256.3	31187.4	32086.3	32785.6	33582.2	34491.9	34292.5	33099.9	32227.8	32701.7	32898.3	32329.8	32912.9	35361.8	34233.3	30775.4	28033.5
06/10/2011	THU	25819	24212.3	23319.8	22966.3	22855.3	22928.1	25038.5	29418.8	31377.6	31806.1	32828.6	33376.5	34073.3	34185.8	32882.8	32585	32467.3	32771.5	32595.5	33613.9	35335.9	34401.9	30732.2	27908.1
07/10/2011	FRI	25749.1	23923	23406.2	22846.6	22626.8	22970.6	24817.6	29002.6	31469.6	32169.3	32616.7	33289.6	33710.4	33720	32180.4	31576.8	31086.7	31088.3	30756.9	31317.7	33601.7	32906.7	29793.8	27126.6
08/10/2011	SAT	25708.6	24213.2	22961.7	21963.7	21557.8	21307.2	21386.4	22824.7	23755.9	25047.4	26946.1	27720.8	27827	27917.1	26858	25476.1	24686.7	24572.6	24602.7	26306.7	29329.2	29175.3	26963.5	25128.9
09/10/2011	SUN	23564.9	22332.2	20508.5	20235	20124.2	20121.6	19779.6	20330.2	20256.5	21181.5	22742	23407.6	23995.3	24519.6	23828.7	22646.9	22055.6	21793	21956.6	24237.7	27786.4	28908.4	27129.1	24748.3
10/10/2011	MON	22948	21215	20274.2	20019.6	20152.1	20567.3	23662.6	27760.7	30552.7	30951.1	31736.6	32016.8	32683.8	32671.9	31159.5	30595	30718.3	30801.8	30721.9	31214.4	34901.6	33253.7	30168.2	27245.4
11/10/2011	TUE	25228	23502.6	22674.2	22420.2	22375.5	22609.4	25091.6	29205	30613.6	31072	31684.8	32448.9	33218.1	33141.6	32006.5	31645.6	31226.5	31235.1	31137.8	31948	34409.9	32897.3	29509.5	26967.5
12/10/2011	WED	24990.7	23454.6	22086.3	21645.4	21341	20945.3	20556.4	21525.9	21698.8	23013.1	24379.9	25289.4	25865.2	26318.8	25807.4	24563.5	23757.7	23788.8	23988.5	25811.7	29103.1	29353.9	27990	25388.6
13/10/2011	THU	22751.4	21457.9	20701	20383.6	20220.7	20914.6	23517.6	27844.3	30114.5	30317.4	30689.9	31682.7	32475.3	32444.1	31263	30966.6	31184.7	30923.4	30976.2	31760.6	34416.6	33002	29549.8	26584.6
14/10/2011	FRI	24291.2	22983.8	21990.6	21637.7	21531.5	21969.1	24320	28452.2	30090.9	30704.3	31291.1	31744.9	32504.3	32654.4	31386.5	30717.5	30220.7	30288.2	30021.2	31592.2	33810.2	32078.2	29339.7	26905.1
15/10/2011	SAT	25362.3	23650.8	22425.2	21729.2	21442.3	21292.5	21407.8	22946.3	24106.7	25598.1	27217.8	27841.4	28014.8	28241.3	27503.5	25789.6	25004.9	24887.4	25372.4	26925.1	29481	29374.9	27433.8	24859.7
16/10/2011	SUN	23290.4	21778.9	20549.7	20097.6	20007.1	19729.7	19770.3	20402.2	21004.9	21908	23182.9	23865.5	24434.8	24867.1	24452	23110.9	22217.3	22058.3	22824.6	25516.1	28512.2	28496.6	26850.3	24652.6
17/10/2011	MON	22513	20934	20122.2	20169.2	20231.3	20871.4	23810.3	28026.4	30741.7	31516.9	31992.1	32217.4	33058.2	32938.6	31435.4	30848.2	30793.1	30762.3	30946	32438.8	34604.7	33140	29754.2	27165.6
18/10/2011	TUE	24751.9	23086.6	22260.5	21871	21755.2	22331.8	24656	28280.8	31054.3	31425.7	32071.5	32308.7	32785.6	32482	30920.5	30431.2	30278.7	30552.8	30631.6	32210.4	34127.8	33167.5	30037.8	26897.2
19/10/2011	WED	24979.9	23687.7	22677.6	22078.1	22091.2	22670.5	25115.1	28874.5	31397.3	31653.3	32059.5	32316.2	32811.1	32392.9	31174.8	30586.9	30439.6	30655.5	30634.9	33322.4	34378.6	32727.8	29579	26646.1
20/10/2011	THU	24972.8	23465.2	22589.9	22244.8	22071.1	22572.3	24717.8	28738.3	31096.2	31575.4	31627.9	32301.3	32017.6	31814.8	30733.1	30054.2	29786.2	29898.5	30104.4	32585.9	33993.7	32398.8	29562.7	26650
21/10/2011	FRI	24862	23215.3	22353	22107.9	22147.1	22819.6	24991.9	29101.2	31467.3	31872.4	32168.7	32373.2	32516.2	32179.6	30805	29893	29943.2	29895.4	30106.7	32411.4	33976.8	32435.4	29383.9	27030.8
22/10/2011	SAT	25414.1	23995.1	22709.8	22147.7	21633.9	21367.1	21636.2	23229.4	23972.1	25634.2	27400.8	28156.1	28155.6	28379.7	27519.2	25790.1	24886.6	25095.8	25354.7	27619	30247.9	29466.2	27378.4	25181.8
23/10/2011	SUN	23203.7	21565.6	20412.1	19853.8	19415.2	19406.5	19651.1	20109.4	20481.1	21449.5	23007.4	24158.1	24465.9	24684.8	24579.2	23538.7	22796.4	22311.2	22826.7	25318	28186.9	28252.3	26677.8	23640.6
24/10/2011	MON	22492.5	20662.5	20070.3	19687.6	19730.8	20176.3	22861.4	26600.7	29607.8	30748.7	31542.5	32282.5	32642.3	32554.7	30419.6	29473.6	29420.7	29467.9	29881.5	32778	34088.6	32260.7	28857.1	26024.5
25/10/2011	TUE	23847.6	22480.6	21459.6	20896	20865.2	21169.5	23052.8	26978.7	30109.4	30046.5	30677.1	31235.9	31086.5	30936.8	29557.9	28785.7	28620.2	29325.2	29839.2	32024.5	33750.6	33019.7	29674.2	27343.1
26/10/2011	WED	25119	23348.1	22416.3	21824.6	21795.4	22379	24598.1	29514.4	32117.8	32333.5	32764.4	33099.3	33229.8	32551.4	31030.4	30201	30384.9	30676.5	31156	32949.2	34756.5	33256.2	30319.6	27380.8
27/10/2011	THU	25215.4	23481.3	22641.2	22280.9	22152.3	22474.3	24597.8	29491.2	31737.4	32216.9	33476.7	33732.8	33682.5	33426.1	31723.1	31286.3	31111.4	30971.8	31056.3	33227.3	34946.3	33184.4	30434	27632.1
28/10/2011	FRI	25334.9	23344.3	22357.2	21872.9	21669.3	22231.6	24577.6	28743.6	31978	32286.5	32674.6	32637.2	33013.8	32486.8	30849.5	30147.3	29910.2	30106.1	30129.7	31572.8	33442.6	32184.4	29495.6	27263.5
29/10/2011	SAT	26085.6	24035.9	22536.2	21637.1	21587	21387.8	21675.2	22945.8	24504.4	26168.7	27800.6	28297.2	28246.9	28064.4	27246.6	25778.2	24935.4	24775.1	25418.7	28066.9	30164.3	29694.4	28039.9	26142.8
30/10/2011	SUN	24327.9	22395.7	20392.2	19625.2	19450.3	19653	19826.4	19936.5	21173.1	22724.1	23792.3	24148.9	24270.7	24468.3	23974.4	22504.6	21606.7	21623.9	25512	28099.2	28037.9	27978.3	26821.9	24336.4
31/10/2011	MON	22796.4	20544.3	19756.4	19275.4	19394.6	19540.1	21113.1	23957.7	26087.8	27616.4	28386	28457.7	28498.6	28419.6	27638.8	26469.7	26885.2	27322.6	30261.5	31612.6	30994.9	29407.7	26979.4	25305.8
01/11/2011	TUE	23142.9	21291.7	20410.1	19940.2	19861.9	19862.8	19983.6	20429.6	20581.6	22589.6	23949.5	24223.4	24575.5	24866.2	24825	23634.8	22513	22857.8	26514.3	27981.2	28818.2	28295.3	27018.5	24228.8
02/11/2011	WED	21909.6	20399.3	19890.5	19877.1	20204.9	20378.1	22743.2	26810.7	29539.8	30905.1	31877.5	32766.7	33256.7	33177.5	31834.2	30819.9	30536.3	31321.4	33694.1	35017.3	33786.9	32277.6	29329.7	25795
03/11/2011	THU	23893.2	22753.4	21996.9	21585.4	21706.5	22144.6	24116.1	27993.2	30141.7	31886.7	32940.9	33183.6	33164	33047.5	30641.3	30516.6	30237.2	31141	33638.1	34172.6	33956.4	32327.3	29743.3	26939.9
04/11/2011	FRI	25081.6	23386.9	22271.3	21984.7	21822.5	22465.4	24592.8	28687.5	31027.8	32283.4	33689.2	34193.7	34083.9	33113.7	32467.8	31359.1	31153.1	31497.7	33883.8	34354.9	33537.5	31902.3	29387	26947.9
05/11/2011	SAT	25411.5	23642.7	22082.4	21422.3	21300.9	21099.8	21342	22453.3	23311.2	25957.7	27810.9	28406.1	28460.8	28735.3	27650.8	26527.9	25628.5	25979.8	28683.6	29821.2	30016.3	29616.6	27557.9	25718.3
06/11/2011	SUN	23583.3	21666.7	20813.3	19707.9	19663.4	19648.5	19707.6	19624	19885.4	20986.5	23424.5	24651.1	24836.4	25210.4	24957.3	23313.9	22936.6	23407.4	25967.7	28541	29364.2	29282.9	27978	25866.7
07/11/2011	MON	23144.1	21742.4	20453.7	20288.4	20428.6	21252.3	23999.5	28213.1	30886.2	32623	33167.4	33643.9	34103.2	33209.8	31919.7	31019.8	30751.1	32465.4	34680.9	35542	34759.7	33334.6	30634.1	27311.8
08/11/2011	TUE	25475.7	23532.2	22271.5	22229.6	21948	22882.9	25110.9	28861.8	31381.1	32130.7	32443.4	32838.7	32782.1	32295.3	31318.5	30434.3	30585.2	32218.6	34710.6	35869.8	35795.4	34097	31614	27980.4
09/11/2011	WED	25559.1	24202.3	22710.4	22282.4	22401.3	22980	24565	28897.4	31057	31858.3	32681.2	32878.2	32934.6	32259.9	31476.3	30659.5	30562.6	31403.3	34468.9	35100.3	34735.8	33907.1	31364.1	28186.4
10/11/2011	THU	26255.1	23692.1	22468	22250.2	22464.6	23095.5	24636.1	29899.9	31847.3	32621.3	33283.5	33001.8	33192.2	32699.8	31429.3	30856	30644.2	32045.8	34678.8	35782	35491.4	33932.2	31372.4	28398.1
11/11/2011	FRI	25891.1	23810.4	22598.3	22462.8	22446.6	22970.5	25362.9	29543.8	31379.6	31672.9	32082.2	32145.2	32289.7	31864.9	30638.1	29838.2	29700.5	30800.7	33680.3	34270.8	33940.1	32715.1	30405	27718.6
12/11/2011	SAT	26448.4	24389.1	22878.5	21976.3	21712.2	21432.8	21833.5	22742.5	23851.2	26033.5	28215.9	28483.1	28095.8	28007.4	27135.6	25954.9	25105.8	25845.6	28873.9	29865.4	29943.1	29441.6	27824.1	25824.8
13/11/2011	SUN	24177.2	22484.3	21136.1	20314	19681.3	19658.7	19958.3	20683.1	20532.9	21986.6	24050.3	25331.1	25693.7	26303.5	25254.9	24030.9	23262.7	23523.2	26999.2	28448.2	29110.1	28958.8	27465.7	25429.6
14/11/2011	MON	23145.9	21632.5	20871.5	20274.8	20319.4	20407.9	23812.6	28588.9	30870.3	32909.3	33575	33957.7	34480.3	34320.1	32982.2	32326.5	31887.2	33044.5	35319.9	35348.7	34862.9	33533	30635.8	27253.2
15/11/2011	TUE	25458	23451.7	22488.5	22046	21942	22686.2	25235	28903.3	31503.5	32387.5	33237.4	33373.6	33388	33196.8	31886.3	31410.5	31270.4	32567.3	35629.5	35675.4	35295.3	34074.6	31198.2	27848.1
16/11/2011	WED	25490.1	23406.7	21983.4	21509.4	21600.6	22241.1	24729.9	29277.1	31701.4	32632.5	33477.5	33481	33643.1	32696.7	31373.7	30673.2	30701.9	32464.4	34772	35378.2	35042.8	33731.8	31753.1	28642.1
17/11/2011	THU	25939.3	23703.6	22746.5	22496.7	22351.7	22930.3	25382.3	29353	32091.7	32810.6	33419	33238.7	33265.7	32534.8	31653.7	30985.5	31059.7	32777.7	35091.7	35645.3	35538.3	34106.4	31944.1	28662
18/11/2011	FRI	25892.1	23960.3	22633.8	22489.6	22380.6	23041.3	25698	29578.6	32278.4	33393.3	33853.1	33754.2	33854.7	33221.9	32149.7	31022.7	30886.6	32596.9	34911.1	35332.3	34842.2	33201.1	31177.6	27379.7
19/11/2011	SAT	26529.5	24467.1	22437.4	21511	21203.5	21265.6	21492.3	22641	23640	26533.6	28771.5	29575.8	29526.4	29927.3	29121.4	27597.8	27232.3	28054.1	31025.9	31068.7	31443.5	31064.2	29135.8	26703.8
20/11/2011	SUN	24273	22483.8	21052.2	20008.2	19733.2	19765.5	19959.2	20227.8	20444.3	22751.9	24766.8	25605.6	25936	26782.2	26565.3	24981.5	24573.8	25400.6	28327.5	29135.1	29525.3	29259.1	28055.1	26032.4
21/11/2011	MON	23426.1	21640.5	20713.7	20516.1	20334.8	21031.3	24069.8	28718	31792.5	32958.1	33949.6	34611.3	34646.8	34001.9	32637.8	31964.2	31833.9	32937.8	35500.8	36077.3	35318.9	34378.8	31565.3	28114.5
22/11/2011	TUE	25160.4	23430.1	21929.9	21812.1	21743.7	22368.5	25519.3	29509.8	32141.9	33446.9	34170.8	34128.4	34350.2	34002.8	32622.8	31958.3	32267.6	33745.6	36265.5	36336.3	36062.7	34679.4	32153.6	28471.6
23/11/2011	WED	25892.3	23462.9	22551.9	21706.3	21591.1	22398.4	25404.9	29248.3	31744.8	32802.5	33865.2	33806.1	33574.3	32750.4	31455.3	30832	31210.5	32632.4	35136.4	35794.6	35727.3	35037.4	32047.3	28362.2
24/11/2011	THU	25799.2	23812.3	22625.6	22253.1	22015.5	22434.2	25860.1	29495.7	32519.5	33255.1	33630.3	33676	33582.2	32985	31615.9	31040.6	31154.9	32757	35454.1	36264.6	36034.8	34841.1	32484.5	29297.6
25/11/2011	FRI	26360	24057.2	22830.3	22342	22271.5	23109	25713	29599.4	32690.6	33428.3	33759.3	33595.2	33366.9	32271.6	31175.5	30363.9	30217.7	31891.6	34456.5	35160.1	35018.8	33679.7	31622.8	29185.2
26/11/2011	SAT	26791.5	24536.4	23003.7	21983.4	21495.2	21370.3	21808.6	23170.7	24749.6	27143	28569.2	28593.4	28221.1	28254.1	27113.9	25992.3	25468.5	27034.9	30467.3	31497.4	31483	31317.4	29583.5	27424.9
27/11/2011	SUN	25403.9	23090.3	21654.4	20726.4	20126.6	20247.6	20331	21109.5	21328.6	22798.6	24840.4	25721.4	26062.3	26103.9	25815.3	24527.5	24256.4	25532.8	28883	30154.4	30658.4	31032	29869.4	27218.3
28/11/2011	MON	24478.6	22203.3	21011.2	20771.7	20607.5	21336.9	24890.8	29822.2	33529.6	34830.1	35479.3	35444.4	35181.8	34873.2	33410.5	32483.7	32378.9	34199.1	36944.1	37606.2	37263	35880.1	33065.1	29828.8
29/11/2011	TUE	26694.4	24637.2	23387.1	22852.7	22766.1	23134.8	26058.6	30983.3	34088.3	34665.1	35069	35034.4	34856.1	34122.2	33038.3	32396.9	32003.1	34167.8	37208.1	37711.7	37359	36448.1	33553.3	30321.7
30/11/2011	WED	27592	24980.9	23667	23137.5	23068	23549.6	26503.7	31151.3	34480.4	35215.4	35732.1	35542.5	34966.7	34314.6	33089.1	32573.2	32902.1	34683.9	37622.4	37660.7	37710.7	36701.1	34072.3	30414.9
01/12/2011	THU	27527.5	24664.6	23619.4	23049.6	23016.6	23503.2	26523.1	31343.4	34298.9	35085.3	35385.1	35227	34553.6	33725.5	32320.3	31479.2	32431.3	34536.5	37224	37201.9	36949.9	35809.5	33494.2	30053.8
02/12/2011	FRI	27119.1	24546	22812.5	22373.8	22154.3	22987	25423.6	30908.9	33537.3	34586.6	35175.7	35163.3	34815.8	34560.8	32881.2	32377.2	32543.3	34104	36269.2	36540.8	35831.7	34986.5	32931.2	29515.4
03/12/2011	SAT	27739.2	25134	23492.5	22578.9	22191.8	22096.1	22677.5	24280.2	25928.1	27977.9	30209.2	30211.9	29885.6	29894.3	29235.6	28033.2	27588.9	29115.5	31928.1	32188	32553.9	32443.3	31019.2	29050.5
04/12/2011	SUN	26019.7	23728	22221.1	21130.8	20703.7	20610.5	21132.4	21617.5	21806.1	23549.2	25476.7	26046.7	26015.6	26133.6	25781.3	24717.1	24896.3	26229.3	29843.7	30764.7	31256.9	31708.3	30477.6	28345.5
05/12/2011	MON	25226.4	22375.8	21262.7	20866	20280.7	21220.6	23511.6	28790	31409.5	32441	33239.4	33249.6	32420.5	32403.5	30657.3	30290.2	30667.4	32190.4	34985.7	34807.1	34593.5	33562.6	32182	29267.5
06/12/2011	TUE	26853.9	24187.6	22732.1	21821.9	21494.3	21653.8	22176	23552.8	24440.8	26358	28199.6	28791.4	28474.3	28795.7	28038.3	26604.4	26573.6	27580.7	30448.8	31783.6	32520.7	32778	31432.1	28573
07/12/2011	WED	25550.9	22791.9	21376.6	20972.9	20773.7	21966.5	24744.9	28255.6	31827.6	32771.5	33202	32884	32583.8	32069.5	30572.7	30057.5	30838.9	32867.4	35290.5	34979	34843.3	34556.9	32172.3	29229.5
08/12/2011	THU	27044.9	24750.4	22847	21889.9	21697.3	21666.7	21760.9	22881.1	22890.4	24600.3	27040.8	27844.2	27601.1	27503.6	26908.1	25878.3	26122.6	27725.7	29988.8	31421.6	32398.4	32511.4	30657.4	28865.1
09/12/2011	FRI	24869.3	23330.1	21600.6	21024.5	20973.9	21585.9	23453.3	27185.5	30009.1	31467.7	32681.7	32909.1	32510.4	32810.7	31844	30909.3	30754.5	32585.4	34723.5	34475	34742.3	33865.4	32605.9	29384.1
10/12/2011	SAT	27338	24514	22773.6	21825.5	21390.6	21473.6	21964.3	23562	25428.9	27514.2	29979.8	31049.1	30884.3	30623	29994.5	28831.7	28407.2	29505.7	32325.7	32852.5	33284.7	33559.9	31699.8	29081.9
11/12/2011	SUN	26893.1	24323.5	22499.3	21585.1	20813.9	20678.3	21278.2	22148.3	22127.6	24144.6	26523.6	27540.6	27806.5	28354.4	28354.5	27562.8	26817.3	28137.2	31126.4	31829.1	32357.8	32898.5	31500.9	28889
12/12/2011	MON	25539	23071.9	21563.4	21234	21253.7	21746.3	25305.3	31116.3	34685.1	35793.5	36606.3	36999.2	36082.6	35541.5	34138.8	33931	33630.5	35427	37967.7	38054.3	37626	36831.1	34155.1	30516.5
13/12/2011	TUE	27454.4	24950.6	23272.1	22976.9	22623.3	23150	25897.6	31285.9	35363.4	35721	36385	35834.5	35457.6	34964.4	33709.4	33260.3	34021.6	35530.9	37851.3	37885.2	37863.9	36848.4	34035.9	31170.8
14/12/2011	WED	27833.9	25062.1	23636.7	22972.2	22649.5	23776	26222.8	31778.7	35097.6	35788.1	36081.1	35581.1	35115.8	34619.4	33402.3	33040	33269.3	34714.4	37026.9	37409.5	37118.6	36413.1	33465	31125.4
15/12/2011	THU	27700.7	24745.2	23461.4	23093.6	22901.3	23470.3	25980.6	31452.3	34767.4	34915.7	35402.8	35160.2	34774.8	34348.1	33163.9	32173.7	32622.8	34109.1	37299.5	37544.4	37470.4	36314.6	33856.3	30672.3
16/12/2011	FRI	27788.8	25195.6	23940.3	23662.3	23253.6	23220.6	26295	31864.6	34868.1	35758.8	36404.9	36301.5	36202	35329.2	33582.6	33556.7	33794.5	34852.8	36823	36959.8	36296.6	35176.6	32884.5	30120.8
17/12/2011	SAT	28307.8	25451.4	23695.6	23178.1	22496.3	21875.3	22847.6	24428.2	26202.4	28587.4	30685.5	31025.6	30496.5	30077.4	29337	27933.2	27790.7	29157.1	32026.2	32996.1	33302.2	33127.4	31615	29358.1
18/12/2011	SUN	26483.1	23810.8	22273.5	21292.5	20848.3	20750.8	21248.7	21907.8	23014.1	25163.5	26997.6	27802.3	27801.6	28115.7	28071	26988.2	26682.8	27862.2	30868.3	32469.4	32974	33887.8	32855.9	29460.7
19/12/2011	MON	26425.1	23950.7	22510.6	21834.1	21310.6	22175.9	25848.7	31083	35480.7	36723.2	37302.3	37176	36659.1	36148.8	34835.1	34506.3	34389.1	36601.7	39275	39687.5	39456.3	38814.3	35853	31991.1
20/12/2011	TUE	28874.2	25816	24412.9	23782.9	23413.3	24325.9	26937	31828.7	35751.2	37012.7	37896.2	37380.9	37036.5	35846.6	34758	34255	34792.6	36453.1	39084.2	38607.3	38483.1	37804.2	35105.4	31613.3
21/12/2011	WED	28006.6	25604.3	23877.8	23070.3	22851.4	23328.6	26445.2	31225.7	35371.1	36476.1	36770.9	35817.4	35356.1	34694.8	33027.2	32623.4	32527	34051.7	36559.8	37083.1	36910.9	36125.7	34285.5	30604.9
22/12/2011	THU	27576.5	24765.6	23283.8	22570.6	22433	23276.4	25306	30334.1	34282.5	35001.5	35240.7	34872.6	34219.5	33595.8	32511.8	32285.9	32362.3	33873.8	36193.4	36676.4	36342.1	35683.9	34138.6	30839.9
23/12/2011	FRI	27872.1	25126	23501.6	22302.3	22252.2	23058.2	25222	29423.8	32883.2	34157.1	34826	34704.3	33898.6	33025.4	31746.8	30486.5	30586.3	32121.6	34342.2	34935.7	34266.6	33790.4	31857.7	29282
24/12/2011	SAT	27318.3	24216.9	22087.5	20868.1	20446.7	19965.4	20555	21627	23280.3	25857.9	28183.7	28035.4	27587.7	26899.7	26502	25248.5	25488.2	26744.8	31038.7	31874	30277.2	28377.1	25840.9	25285.5
25/12/2011	SUN	24816.4	22903.6	20900.2	18859.1	18768.7	18547.9	18753	19009.2	18890.4	19717.1	21665.2	23130.7	23397.1	23552.2	22636.8	21232.2	20766.3	22717	25315.6	26960	28025.8	28789.6	28951.5	26885.8
26/12/2011	MON	24509.1	21864	20518.6	19667.5	18968.5	19149	21178.5	23266.4	25715.1	27402	28948.9	29958	29288.7	29274.4	28709.4	27443.1	27303	28384.4	30954.8	32013.1	33043.2	32659.1	31411.3	28671.1
27/12/2011	TUE	25291.1	22698.9	21117.8	20707.9	20796.4	21441.9	23542.9	27497.8	30697.1	32844.4	34203.2	34248	33342.7	33053.1	31935.3	31027.7	31317.3	32632.2	35307.8	35780.1	35397.4	34603.7	32653.2	29464.5
28/12/2011	WED	26752.6	24059.6	22235.7	21242.3	20803	21477.6	23745.2	27733.7	30562.2	33000.1	34024.2	34049.5	33333.6	32762.4	31634.9	30905.4	30723.8	32126.8	34626.3	35496.8	35294.4	34692.6	32837.3	30163.1
29/12/2011	THU	26717.2	23755.7	21972.9	21341.4	20815.9	21227.9	23758.9	26878.7	30782.1	32429.2	33483.9	33089.2	32502.7	32055	31030.3	30432.9	30261.5	31984.5	34634.9	35166.5	35159.9	34240.1	32517.6	30265.8
30/12/2011	FRI	26242.7	23803.2	21868.4	21282.3	21156.6	21509.1	23598.4	26478.8	30180	32550.6	33276.2	33013.4	32117.5	31799	30276.1	29274.6	29174.3	30951.8	33644.5	34042.5	34029.9	33681.4	32030.8	29719.2
31/12/2011	SAT	26204.7	23893.9	22208.8	20893.2	20269.3	20212.9	20614.7	22001.1	23678.5	25851.9	28392.3	28657	28209.1	27954.3	27332.3	26649.6	26195.4	27242.9	31015.6	32179.2	31483.4	29685	27282.2	26056.8
