%FECHA	DAY	DEM01	DEM02	DEM03	DEM04	DEM05	DEM06	DEM07	DEM08	DEM09	DEM10	DEM11	DEM12	DEM13	DEM14	DEM15	DEM16	DEM17	DEM18	DEM19	DEM20	DEM21	DEM22	DEM23	DEM24
01/01/2011	SAT	26140	24828	23027	21279	20469	20019	19695	19857	20106	19814	21181	22633	23722	24429	24695	23611	23296	24582	27590	28175	28824	29304	29131	27579
02/01/2011	SUN	25394	22798	20680	19583	19486	19346	20113	20833	21474	23063	25211	26378	26353	26682	26834	26055	25940	26654	29657	31044	31592	32410	31784	29326
03/01/2011	MON	26784	23548	22493	21692	21642	22403	24987	29045	33028	34963	36327	36270	36085	35740	34670	34062	34248	35832	37627	38177	37623	37541	35598	32432
04/01/2011	TUE	29292	26266	24495	23767	23570	24291	26418	30096	34270	36826	37956	37966	37122	36725	35763	34712	34949	36119	38427	38491	38177	37407	35732	32624
05/01/2011	WED	29801	26682	25097	24392	23963	24594	27047	30542	33560	35409	36369	36162	35366	35297	33994	33432	33246	33676	34628	33926	33579	33590	32610	30718
06/01/2011	THU	28561	25961	23638	22158	21882	21726	21933	22638	22610	23655	25592	26478	26819	26882	25951	24903	24513	24876	27843	29749	30375	31110	30937	29530
07/01/2011	FRI	26150	23705	22058	21324	20979	21488	23734	26254	29059	31237	32392	32965	32863	32807	31856	31115	30906	31810	33673	34571	34382	33807	32273	30036
08/01/2011	SAT	28112	25206	23787	22828	21846	21655	22759	23713	25003	27369	29333	29977	29814	29713	29203	28325	28185	29189	31791	32886	33472	33491	32444	29834
09/01/2011	SUN	26857	25110	23171	22222	22001	22250	21984	22975	23461	24614	27008	28132	28415	28748	28527	27225	26839	27809	30924	32320	32802	33474	32516	30130
10/01/2011	MON	27266	24606	22952	22700	22770	23006	27086	31707	36375	37090	37182	37265	36314	36235	35056	34231	35127	36025	38420	38917	39135	38207	35672	32280
11/01/2011	TUE	28936	26562	24951	24079	24088	24560	27531	33286	36589	37551	37788	37495	37027	35812	34761	34044	34042	35153	37899	38720	38731	37809	35824	32374
12/01/2011	WED	29444	26663	25193	24585	24494	25444	27979	32636	36535	37433	37062	36519	36170	35699	33960	33816	33319	34874	37652	38799	38554	37965	35244	32108
13/01/2011	THU	29434	26934	25274	24721	24514	25573	28182	32894	36107	37277	37166	36361	36127	35662	34144	33092	33249	34307	37431	38822	38606	37700	35656	32489
14/01/2011	FRI	29522	26876	25842	25187	25106	26016	28463	33734	37437	37531	37305	36670	36175	35677	33364	32799	32712	34008	36689	38200	38094	37063	35001	32381
15/01/2011	SAT	30097	27575	25624	24689	24210	24072	24732	26026	27979	29726	31935	32070	31517	31127	30008	28568	27937	28916	32303	34277	34887	34392	33237	30692
16/01/2011	SUN	28459	25897	23849	22787	22327	22254	22538	23527	24384	25434	27676	28628	28775	28742	28208	26804	26556	27291	30713	32545	33610	34097	33097	31044
17/01/2011	MON	27349	24924	23527	23031	22829	23929	27190	32362	36312	37800	38425	38168	38174	37173	35233	34815	35133	36135	38515	39587	39499	38155	35301	32197
18/01/2011	TUE	29388	26940	25551	24899	24583	25601	28196	33150	37230	38271	38799	38690	38255	37611	35916	35516	35721	36410	39086	40184	39759	38922	35831	32769
19/01/2011	WED	29525	26650	25393	24754	24461	25418	27929	32755	37361	38504	38848	38525	37952	37441	35793	35221	35081	36474	38393	39944	39698	38693	36226	33511
20/01/2011	THU	30037	27101	25530	24898	24646	25526	27798	33047	37396	37888	38169	37039	36780	36130	34332	34265	34387	35444	38147	39762	40265	39167	36378	33045
21/01/2011	FRI	30102	27321	25818	25396	25361	26132	28497	34281	38098	38597	38529	38152	37780	36663	35211	34409	34550	36035	38426	40859	40733	40021	37240	34430
22/01/2011	SAT	32013	29026	26995	26019	25573	25408	25767	27363	29431	32056	34289	35073	34923	34611	33732	32797	32039	32429	35548	37809	37987	38259	36366	33896
23/01/2011	SUN	30600	27741	25633	24524	24125	24139	24385	24809	25856	27280	30074	31507	31639	32209	32506	30836	30094	30805	33855	36545	37469	37818	36451	33461
24/01/2011	MON	29651	26677	25025	24489	24453	25368	28887	33721	39413	40742	41678	41861	41097	40364	38627	38155	38409	39839	42001	44107	43609	41952	39128	35222
25/01/2011	TUE	31352	28838	27294	26594	26560	26949	30361	34953	39810	41351	42198	42044	41597	40916	39401	38819	38884	39523	41738	43773	43603	42432	39310	35255
26/01/2011	WED	31978	29023	27601	26817	26743	27372	30202	35418	40352	41554	41840	41995	41439	40795	39297	38842	39200	39893	41629	43409	42663	41820	39239	35878
27/01/2011	THU	31808	29002	27161	26552	26411	26962	29256	34735	38880	40355	41717	41876	41124	41003	39152	38809	38522	39483	40354	42091	41778	40684	38503	34373
28/01/2011	FRI	30820	27676	26243	25403	25605	25862	29168	34651	38693	40317	41251	41381	40587	40587	38343	38357	38045	38279	39806	41242	40478	39748	37244	34533
29/01/2011	SAT	31798	28989	26850	25637	25079	24774	25173	26657	28448	30918	34501	35011	34039	34227	33270	31914	31247	31841	33987	36218	36592	36327	35185	32957
30/01/2011	SUN	30458	27525	25028	23591	23467	23238	23281	23880	24449	26159	28902	30473	30475	30911	30736	29668	29153	29548	32005	34864	35688	36289	34965	32561
31/01/2011	MON	28893	25720	24331	23755	23486	24468	27525	33979	38581	39789	40714	40665	40289	39866	38175	37839	38142	38704	40615	42229	42071	41213	38215	34431
01/02/2011	TUE	30942.7	28331.3	26504.7	26319.4	26050.4	26662.6	29515.3	35384.7	39464.6	40478.8	40381.5	39886.5	39026.2	38405.1	36870.7	36499.6	36571.5	37426.2	39345.7	42095	41911.5	41070.6	38418.2	34879.6
02/02/2011	WED	31376.5	28334.1	26797.3	26397.8	26125	26895	30086.9	34652.9	38956.6	40003.5	39734	39412.4	38850.1	38208.1	36776.3	36090.7	35830.1	36655	38511.5	41178.5	41146.5	40505.9	38021.4	34444.2
03/02/2011	THU	30866.8	28455.3	27256	26496.8	25916.5	26388.3	29599.4	34420.4	39036.1	39292	39317.7	38788.1	38293.4	37427.2	35713	35591.8	35332.3	35975.7	38174.9	40784.4	40805.3	40286.6	38222.8	34772.1
04/02/2011	FRI	31324.7	28578.1	27013.4	26369	26232.1	26999.9	29742.1	34850.6	38761.7	39081	38980.7	38436.7	37442.5	36764.1	35151.9	33939.2	33714.7	34206	36003.6	39018.1	39081.6	39025.8	36712.3	34014.6
05/02/2011	SAT	31733.7	28897.9	26766.6	25569.5	25061.5	24888.5	25453.8	26849.8	28646.7	30809.9	32769.1	32923.9	31828.4	31436.7	30657.1	29456.1	28371.9	28861.7	31194.7	34565.2	35623	35467.4	34676.2	32175.4
06/02/2011	SUN	29486.7	26745.1	24358.4	23218.6	22832.5	22840.5	23072.2	23775.3	24093.1	25468.2	27705.2	28549.1	28072.7	27728.4	27056.9	26098.4	25549.3	25774.7	28463.9	32212.9	34048.7	35161.7	33976.3	31295.8
07/02/2011	MON	27320	24498.6	23597.6	23094.1	23093.4	24033.5	27202.5	33560.3	37175.6	37928.8	38063.6	37596.5	36962.2	36095.3	34366.2	34210.2	33804.4	34337.3	36477.3	39162	39581.9	39266.7	36446.7	32780.7
08/02/2011	TUE	28910	27056.6	25699.8	24984.3	25054.9	25735.8	29207.4	33809.6	37973.8	38681.9	39016.2	38534.6	37762.3	37332.1	35667.3	34928.5	34661.3	35366	36969.5	40033	40359.9	39568.6	37379.6	33467.5
09/02/2011	WED	29927.8	26979.9	25790.9	25332.4	25206.3	25675.8	29068.3	34047.1	38114.3	38898.3	38969.7	38487.6	37873.1	37207.2	35084.8	34482.6	34186.6	34678.7	36655.2	39676.8	40071.5	39634.9	36517.9	33282.7
10/02/2011	THU	30213.1	27792	25945.9	25338	25329.2	25640.7	28928.6	34559	37843.8	38381.9	38452.4	37768.1	37001.9	36003.8	34047	33860.8	33858.8	34450.5	36775.2	39793.4	39643.8	38979.3	36523.9	32701
11/02/2011	FRI	30089.5	27275.6	25914.9	25531.8	25138.2	25881.6	29111.5	33998.1	37492.9	38473.7	38345.4	37978	36762	35777.6	34260.9	33433.2	33192	33394.2	35341.6	37984.6	38107	38180.4	35776	32973.6
12/02/2011	SAT	30407.5	28267.6	25712.5	24704.7	24253.9	24079.3	24830	26125.4	27907	29982.5	32329.4	32235.7	31235.5	31202.6	30300.9	28782.9	28271.3	28209.4	30559	33726.8	35034	34832.6	33481.9	31603.7
13/02/2011	SUN	28979	26092.7	24240.1	23187.6	22694.8	22738.9	22967.6	23301.4	23392.5	24948	27559.3	28460.9	28360.2	28624.7	28429	27445.6	27001.5	27272	29226.8	32579	33927.7	33917.9	32906.4	30040.1
14/02/2011	MON	27552.9	25010.2	23442.1	22856.7	22647.2	23754.5	26627.8	32893.8	35919.5	37374.1	37464.4	37462.1	36987.8	36185.8	35503.5	35443.9	35742.2	36474.3	37672.3	39765.2	39869.9	39286.9	36404.2	33221.7
15/02/2011	TUE	29614.9	27144.3	25676.7	25142.9	25000.4	25563.3	28096.7	33781.7	37237.7	38415.7	39270.3	38897.8	39655.4	39963.7	38092.4	37504.9	37174.9	37262.6	38228.1	40170.8	39989.9	38738.6	36533.5	32483.6
16/02/2011	WED	28970.4	26697.8	25507.8	25064.5	24759.5	25050.6	28124.5	34007.3	36867.2	38286.3	39046.2	39054.1	39115.4	38386.9	36716.8	36508.7	36056.9	36366.9	37443.9	40094	40134.9	38833.1	36400.8	32931.6
17/02/2011	THU	29642	26704.8	25782.9	25059.2	25011	26214	28188.4	33610.3	36608.1	38212.6	38518.5	38500.1	38087	37883.9	36096.7	35766.6	35813.2	36394.9	37539.6	40156	40257.4	39282.9	36785.9	33147.9
18/02/2011	FRI	30421	27805	26091.4	25534.7	25116.2	25726.9	29083.6	33461.6	36925.4	37762.8	37884.7	37163.1	36551.9	36290.8	34586.3	33910	33939.6	34209.1	35223.5	38208.4	38119.3	37499.9	35500.1	32478.1
19/02/2011	SAT	30368.2	27574	25655.9	24722.9	24280.7	24074.5	24365.8	25651.6	26919.8	30297.8	32670.5	32692.9	32502.8	32393.2	31779	30421.1	29861.4	29569.4	31654	34019.2	34500.1	34170.4	32995.7	30717.9
20/02/2011	SUN	28572	25989.5	23605.4	22295.7	21994.1	22225.7	22419	23352.7	23433.4	25308.2	27528.5	28090.8	27706.1	27912.5	27455.8	26185.6	26019	25099.7	27212.8	31090	32804.1	33101.7	32107	29326.4
21/02/2011	MON	26759	24106.3	22824.2	22309.2	22504.1	23293.4	26337.1	31657.8	35039	36021.7	36319.3	36079.9	35854.3	35644.8	34585	34291.6	34556.2	34753.5	35362.1	37239.4	37843.4	37655.9	34760.1	30861.1
22/02/2011	TUE	27840.3	26078.5	24695.8	24147.7	24093.8	24393.7	27056.6	31973.8	34526.2	35815.4	35806.1	36064.1	35879.4	35680	34139.5	33583.4	33267.2	33105.2	33517.5	36167.5	37138.1	36934.2	33903.2	30910.1
23/02/2011	WED	28260.7	25987.5	24560.5	24429.5	24225.6	24739.3	27592.6	32775.3	34713	35209.5	35160	34897.9	34316.8	33561.1	32241	31739.3	31383.6	31370.9	32323.3	35635.2	36868.7	36093.9	34018	31646.1
24/02/2011	THU	28118.5	25483.1	24186.8	23753.2	23538	24311.1	26667	32451.9	34446.6	34546.2	34648.5	34474.8	34218.8	33664.5	32272.4	31528.9	31246	31367.8	32657	35938.7	36749.6	36320.1	33667.4	30917.3
25/02/2011	FRI	28158.1	25610.6	24299.5	23978.9	23823.1	24721.6	27516.8	32222.5	33844.3	34213.9	34622	33977.6	33588.4	33226.9	31604.5	30804.9	30355	30508.4	31542.6	34828.9	35121.5	34519.2	32403.3	29908.2
26/02/2011	SAT	27665.9	25370	23806.4	23187.6	22776.3	22717.6	23189.6	24485	25399.9	27916.6	29885.2	30126.5	29792.2	29803	28682.4	27056.8	26262.2	26476.8	27559.8	31091.7	31922.6	31449	30301.8	28235.2
27/02/2011	SUN	26273.2	23612.1	21897.6	21026.8	20514.2	20505.2	21266.5	21259.6	21429.5	23484.7	25289.4	26046.1	25765.4	26136.4	26010.3	24518.1	23534.3	23452.3	25003.5	29066	30687.5	31398.1	30124.6	27696.4
28/02/2011	MON	25777.1	23440.4	21812.2	21904.1	21634.4	22466.3	24646.2	29788.4	32262.3	33703.9	34818	35279	34723.4	34658.9	33427	32489.3	31950.7	32165.9	33013.8	36145.5	37113.9	36507.8	33871.3	30731.4
01/03/2011	TUE	27848	25727.7	24316.7	24098.8	23986.3	24850.1	27945.9	32616.2	35558.1	36792.5	37604.7	37572.4	37449.7	36857.3	35002.9	34163.5	34365.9	34806.7	35600.3	39336.1	39800.7	38801.9	36239.2	32340.3
02/03/2011	WED	29144.6	26831.1	25459.3	24985.4	24698.7	25491.1	28661.2	32789.8	36163.7	37575.7	38739.8	38646.6	38184.5	37899.3	36325.9	35784.4	36069.7	35954.7	36665.5	39580.4	40177.9	39174.7	36364.6	32638.6
03/03/2011	THU	29934.9	27413	25948.4	25378.8	24999.8	25954.5	28521.3	33162.6	37060.8	38823.7	39690.9	39519.5	39323	38693.2	37040.7	36556.9	36938.1	36985.1	37824.8	40547.4	40979.2	40196.9	37505.3	34497.7
04/03/2011	FRI	30048.5	27536.8	26217.2	25954.8	25526.1	26300.9	29017.6	33053.5	37069	39328.1	40454.5	40231.7	40246.2	39765.2	38397.1	37110	36199.2	36478.8	36791.1	39382.9	39618.8	38320	36577.7	34028.6
05/03/2011	SAT	30282.6	27934.1	26281.7	24930.4	24438.8	24484.9	24901.1	25660.9	26921	30184.7	32613.7	32675.6	32636.2	32151.7	31064.8	29955	29024.5	28718.3	30026.3	33232.7	34139.2	33647.7	33199	31380.8
06/03/2011	SUN	28124.7	25824.1	23572.8	22684	22446.5	22228.5	22544.1	22956.1	23161.7	25302.8	27340.6	28215.7	27800.1	28009.9	27845.2	26383.2	25859.3	25428.1	27111	30652.3	33369.8	33296.4	32719.2	30104.2
07/03/2011	MON	26988.3	24575.5	22897.9	22752	22474.1	22957	26274	30525.9	33734.7	35707.1	36710.5	36816.7	35803.5	34980.3	33579	32732.4	32336.7	32482.1	33172.9	36474.1	38258.5	37230.3	34748.4	31104.5
08/03/2011	TUE	28088.1	25704.2	24193.2	24205	23986.5	24040.7	26438.5	30869.5	34692.7	36277.1	37754.9	38126.1	38262.6	37355.6	35798.5	35293.9	35239.6	35369.7	36405.7	38498.3	39407.6	37884.2	35171.9	31765.1
09/03/2011	WED	28821.3	26234.5	25082.8	24755.7	24739.9	25376.2	28715	33431	35654.7	37971.3	39399.2	39138	38822.4	38413.4	36380.8	35895.5	35519.2	35317.9	35559.9	37940.6	39510.6	38412.9	35137.7	32267.4
10/03/2011	THU	28799.2	26510	25318.2	25073.3	24694	25658.1	28821.1	33689	36407.1	37917.5	38408.2	37781.8	37246.7	36740.3	35037.6	34371.8	34196.5	34134.5	34982.8	37729.4	39169.8	37967.3	35461.7	32245.7
11/03/2011	FRI	28653.9	27018.8	25756.4	24962.1	24660.7	25917.8	28662.3	32834.9	35888.4	37148	38054.4	38233.3	38160.1	37412.9	35735.1	35113.8	34525.5	35016.8	35114	37678.2	38606.3	37161.5	35065.5	32269.7
12/03/2011	SAT	29715.9	27683.5	25794.5	24923.3	24727.5	24531.5	24774.3	25987.4	27673.2	31042.9	33284.2	33980.5	33914.3	33638.4	32601.9	31364.2	30306	29939.1	30535.1	33338.2	34466.7	34088.2	32919	30888.9
13/03/2011	SUN	28011.2	25454.7	23579.1	22564.6	22234.7	22144.9	22475.1	22713.2	23556.6	25343.6	27685.2	28269	28308.9	28061.4	27958.4	26576.5	25993.1	25590.8	26802.5	30563.4	32516.9	32467.1	31862.8	29478
14/03/2011	MON	26233.2	23905.2	22165.6	21915.5	21944.7	22587.6	25543.2	31145	34871.3	36547.7	37679.2	37916.9	37904.7	37144.2	35534.6	35272.3	35189.7	35155.5	35309.9	37433.2	38744.5	37192.6	34603.4	31239.8
15/03/2011	TUE	28152.2	25514	24352.4	23722.8	23521.8	24387.7	27174.1	31154.6	34690.4	36580	37613.6	37798.7	37733.5	37178.2	35214.1	34544	33873.5	33724.4	34272	36759.6	38879.4	37010.5	35317.4	32726.3
16/03/2011	WED	28843.1	26506	25310.5	23944.2	24244.5	24891.5	27062.4	31476.4	34620.1	36480.2	37003.3	36940.7	36763.3	36164.6	34409.8	33847.1	33962.2	34065.1	34227.1	36498.7	37895.9	36930.8	34179.8	31075.8
17/03/2011	THU	28371.3	26003.6	24114.7	23648.4	23780.7	24269.7	27002.1	31093.8	33905.6	35496.3	35812.5	35570.7	35489.9	34675	33029.5	32376.6	32089.9	32095.5	32426.9	34317.9	36636.8	35889	33833.2	30531.2
18/03/2011	FRI	27402.5	25016	23799	23479	23506.2	24334.6	26996.7	30834.7	33310.1	34606.4	35109.4	34871.7	34646.1	33099.6	31630.1	31094.7	30334.8	30283.4	30377.9	33750.5	35568.7	35008.9	32391.6	29774.2
19/03/2011	SAT	27864.8	25493.6	23437.3	22575.6	22412.2	22319.3	22826.9	23203.3	24159.7	26798.7	28361.6	28916.3	28831.8	27870.1	26539.2	25031.4	24182.6	24236.3	25486.1	27863.3	30944.4	31257.6	29837.4	28233.1
20/03/2011	SUN	26060.1	23729.2	21553.4	20837.3	20535.5	20561.8	20989.7	21122.4	20976.2	22442.6	24463.4	25198.2	25066	24812.2	24406.6	23458.8	22492	22384.4	23574	26754.7	29977.1	30677.8	29786.7	27776.9
21/03/2011	MON	24586.8	22048.8	21136.7	20744.9	21022.8	21635.5	25200.2	29582.9	33418	34217.3	34416.8	34625.3	34262.1	33802.4	32111.5	31346.9	30916.8	30945.8	31025.8	33431.1	36134	35061.1	32712	29515.5
22/03/2011	TUE	26534	24068.9	23417	22970.5	22751	23268.8	26241.1	29983.6	32825.5	34436.6	35111.4	35366.4	35376.1	34848.9	33649.2	32422.5	32486.1	32153.8	32615.7	35480.9	37227.7	35767	32985.2	30118
23/03/2011	WED	27115.8	24724.3	23600	23121.5	23149.6	23995.2	26641.3	30471.4	33467.4	35004.6	35761.4	36351.2	36137.1	35869.4	34126.7	33770.3	33184.9	33167.3	33486.9	35475.9	37641.3	36238.5	33042.8	29683
24/03/2011	THU	26743.6	24771.9	23568.5	23148.3	23173.2	24001.5	26577.6	29832.2	33318.5	35279.9	36010.9	36318	36091	35316.3	33849	33094.7	32998.4	32791.4	33523	35923.5	37542.4	36056.3	33409.3	30283.5
25/03/2011	FRI	27321.9	25175.4	24035.6	23510.4	23415.8	24271.7	26942.1	30342.4	33584.9	35193.8	36039.3	35980.1	35868	35323.1	33576	32370.9	31751.4	31585.2	31778.5	33563.9	35573	34825.8	32446.7	29670.1
26/03/2011	SAT	27924.2	25702.5	23904.7	23149	22517.5	22605.1	23177.2	23517	25067.7	28238	29888.7	30093.9	29729.9	29790.8	28856.8	27436.5	26586.9	26311.3	26884.5	29583.1	31143.3	31542	30434.7	28088.9
27/03/2011	SUN	25540.4	23347.2	23347.2	21315.5	20648.5	20452	20396.6	21448.1	21335.8	22925.9	25007.6	25659.2	26930.7	26644.9	26555.2	25522.6	24263.7	23987.1	24071	24311.8	27084.3	31028.5	29558.3	26863.1
28/03/2011	MON	25156.6	22956.2	21879.4	20983.9	20913.7	21923.8	24935.7	29312.7	33420.1	33602.6	35016	35033.6	34915.1	34357.5	32711.8	32119.4	31441.4	31566	30796.3	31731.9	33338.5	35476	32037.9	29292.5
29/03/2011	TUE	27268.8	24955.6	23337.6	22900.8	22930.6	23608.8	26064.2	30481.7	33341.5	34493.4	35575.2	34917	35149.8	34512	33157.7	32328.9	31226.3	31455.4	30808.6	31496.8	33567.3	35172.7	32441.2	29766
30/03/2011	WED	27198	24950.3	23721.9	23693.8	23366.6	23760.3	26372.6	30670.2	33480.4	34174	34992.6	34696	34839.8	34283.8	32862.7	32172.3	31448	31589.7	30909.2	31538	34049.4	35217.9	32448.1	29529
31/03/2011	THU	27078	25021	23792.6	23261	23177.6	23593.5	26390.5	30616.6	33355.1	33730.2	34350.9	33811.6	34105.7	33374.6	31963	31188.5	31022.7	30700.7	30013.2	30361.2	32858	34742.8	31304.8	28755.1
01/04/2011	FRI	26830	24416.9	23375.1	22871.9	22415.8	22954.4	25820.8	29737.7	32181.7	32371.5	32983.8	32808	33095	32461.8	31076.8	30498.7	30069.5	29829.3	29603.4	29491	31444.5	33259.1	30642	28519.8
02/04/2011	SAT	26317.6	24320	22711.3	22025.5	21732.5	21447.3	21626.9	22859.5	24111.3	26382.1	28521.3	28966.8	29069.8	28954.4	28103.6	26594.6	25529	25408.5	25620.7	26150.3	28758.3	30431.1	28642.1	26745.9
03/04/2011	SUN	24521.3	22738.3	21516.5	20547.3	19936.6	19801.6	20221.2	20296.3	20172	21994.1	24670.3	25346.4	25654	25973.3	26128.4	24594.3	23817.7	23424.8	24114.5	24635.1	27593.1	29375	27955.9	25818.1
04/04/2011	MON	22993.8	21117.3	20208.9	20095.9	20170.7	20863.1	23930.9	28799	31204.2	32287.6	33085.1	33116.8	33261.3	32915.5	31316.2	30789.2	30785.6	30345.2	30178.7	30246.5	32415.4	33945.1	31192.5	28296
05/04/2011	TUE	25673	23812.6	22692.7	22182.6	21913.9	22800	25428.8	29432.2	31497.5	32415.9	33513.3	33334.4	33542.1	33731.4	32232.4	31540.4	30953.2	30941.7	30871.7	31188.2	32530.6	34155.9	31175.2	28385.1
06/04/2011	WED	25565.6	23316.9	22694.8	22292.9	22351.4	22707.1	24978.2	29375.8	31844.9	32760.9	33122	33728.3	34182.2	33977	32293.1	31848.2	31476.4	31201.2	30624	30727.7	32564.8	34119.2	31311.6	28042.2
07/04/2011	THU	25616.8	23855.4	22709.7	22315.5	22364.9	22798.5	25548	29131.4	31368.6	32444.5	32739.1	33251.8	33614.5	32943.5	31877	30952.2	30922.5	30787.6	30283.5	30545	32240.1	33781	30786.3	28112.5
08/04/2011	FRI	25942.5	23662.7	22897.1	22440.5	22452.7	22711.2	25646.3	29011.8	31039.2	32000	32882.5	32910.3	33581	33153.7	32061.2	31527.7	31032.1	30888.4	30640	30538.3	31786.7	33365.9	30553.5	28711.6
09/04/2011	SAT	26192.5	24174.3	22676	22091.9	21731.5	21600.4	21747.5	22579.9	23956.8	26347	28335.2	28765.2	28902	28973	27724.9	26456.6	25477.7	24826.4	24502.5	24828.8	26543.2	28790.8	27532.1	25416.4
10/04/2011	SUN	23568.2	21810.5	20506.8	19786.3	19658.3	19666	20066.5	19900.6	20550.4	22654.7	24026.5	25250.6	25643.8	25976.6	25328.8	24372.1	23267.7	22593.2	22527	23366.9	25952.7	28961.8	27652.4	25852.8
11/04/2011	MON	23235.5	21730.6	20711	20479.4	20540.2	21110.2	24142.8	28444.2	30580.5	31448.6	32261.5	32626.6	33250.1	33216.3	31524.4	30967.8	30608.6	30368	29696.6	30158.5	32382.4	33909.4	30881.6	27483.1
12/04/2011	TUE	24959.8	23512.5	22872.5	22458.3	22031	22526.1	25005.8	28333.3	31023.7	31983.7	32541.6	32763.8	33368.1	33166.7	31879.3	31263.7	30830.1	30754	30627.5	30517.6	32054.2	33744	30411.5	27290.1
13/04/2011	WED	25600.2	23794.7	22957	22561.1	22192.9	22732.2	25312	28634.5	31193.4	32049.3	32643.7	32952	33126.3	33169.1	31512.1	31188.5	30892.5	30831.8	30164.6	29994.5	31614	33900.3	30807	27499.7
14/04/2011	THU	25497.6	23949.2	23086.2	22510.1	22400.8	22885.5	25472.6	28903.1	30891.5	31828.6	32632.6	32894.8	33269.1	32979.3	31672.5	31342.3	31016.6	31027.8	30302.3	30572.3	31956.2	34091.6	30833.2	27853.5
15/04/2011	FRI	25619.2	24023.7	22903.4	22684.1	22219.5	22717.6	25268.3	28734.1	30207.8	31594	32597.1	33002.1	33639.8	33111.4	31582	30528.1	30516.4	30266.6	29421.9	29374.1	30965.5	32383	30048.3	27498
16/04/2011	SAT	26210.7	24349.7	22846.5	22201.1	21848.6	21575.5	21580.8	22686.5	23467.8	26176.3	28241.3	28359.2	28401	28565.4	27659.2	26373.1	25494.1	25009.5	25415.7	25426.8	27555.4	29598.1	27696.7	25637.3
17/04/2011	SUN	24343.5	22536.7	20760.8	20040.3	19935.8	19693.8	19732.7	20018.9	20229.8	22438.1	24200.1	24927.6	25130.9	25748.2	25024.3	23501.9	22623.7	22192.1	22368.3	23608.3	25398.2	27736.3	27591.8	25223.4
18/04/2011	MON	23486.6	21672.7	20695.4	20646.9	20871.7	21183.1	23790.8	27252.9	28592.7	30385.4	31503.7	32170.1	32462	32431.1	31189.4	30743	30142.7	30027.1	29874.7	29332.8	30193.7	32783.4	30116.6	26937.7
19/04/2011	TUE	25152.7	23545.8	22447.7	22005.1	21970.2	22025.4	24280	26817.6	29069.3	30667.2	32247.8	32932.9	33098	32727.1	31502.2	30865.3	30751.8	30683	29819.3	29599.8	30593.2	32673.2	30467.5	27062.2
20/04/2011	WED	25436.5	23367.6	22271.4	22105.4	21950	22117.1	24079.3	26489.3	28744.2	30642.1	31556.1	31720.6	31671.2	31477.1	30254.3	29815.1	29374.1	29526.1	28643.6	28384.5	29990.4	31845.7	28956.3	26006.3
21/04/2011	THU	24674.1	22965.2	21484	20539.5	20184.9	19807.4	20445.1	20798.3	21791.9	23646.5	25541.2	26692.7	27305	27512.6	26492.1	24965.1	24020.7	23633.8	23703.4	24383	25353.1	27938.6	26474.8	24907
22/04/2011	FRI	23112.6	21315.7	19690.4	19358.6	18992.4	18546.9	18770.1	18906.2	18992.2	20719.8	22570.1	23875.7	24304.6	24625	24056.4	23027.4	22196.1	21944.3	22196.3	22623.9	24133.4	26918	25624.1	24067
23/04/2011	SAT	22631	20794.5	19539	18589.6	18551.2	17508.3	18823.9	19292	20404.8	22465.5	24603.6	25682.8	26169.4	26219.7	25749.2	25003.9	24141.5	23815.9	23585.1	23827.7	25852.4	28083.2	26762.1	24800.5
24/04/2011	SUN	22609.2	20563.2	19107.8	18468.7	18093.6	18050.3	18218.9	18172.1	18252.7	20431.2	22200.6	23039.9	23486.6	23528.6	23175	22341.2	21682	21265.5	21222	21812.6	23370.5	27360	26290.3	24018
25/04/2011	MON	21619.9	19884.3	18802	18282.6	18352.6	18475.7	19743.6	21885.6	23456.2	25707.8	26941.9	27783.9	28148.7	28153.1	27439.9	26725.9	26401.4	26145	25928.1	25642.8	27104.6	29587.4	28414.5	25574.5
26/04/2011	TUE	23247.9	21099.6	20130	19652.9	19665.2	20608.4	23129.1	26329.1	29342.7	30570.5	31737	32343.9	32808.9	32408.3	30840.3	30600.4	30316.5	29860.6	29822.5	29315.2	30365.2	32258.1	29686.2	26809.6
27/04/2011	WED	24415.2	22404.7	21244.1	20904.4	20794.5	21449.3	23858	26841.8	29422.9	31066.3	31718.4	32009.7	32440.8	32556.4	31015.6	30339.8	30321.4	30161.6	29855.5	29293.7	30490.1	31971.2	29819.4	26830.5
28/04/2011	THU	24739.2	22686.1	21920.3	21465.9	21328.7	22017.8	23961.4	26644.9	29277.5	30950.8	31758.9	32445.1	32990.3	32702.7	31601.7	30988.3	30936.8	30859.4	30267.4	30244.8	30940.5	32576	30289.8	27414.5
29/04/2011	FRI	24956.8	23017.8	22074.3	21915.1	21709.4	22304.2	24777.8	27255.6	29665.3	31667.4	33189	33813.2	34139.8	33583	31962.4	31279.8	31043.4	30832.3	29962.7	29667.7	30450.3	31637.4	30039.8	27295.4
30/04/2011	SAT	25249.7	23580.6	22126.2	21571.1	21208.8	20948.7	21193.7	21320	23187.4	25792.4	27579.6	28492.4	28606	28732.5	27482.8	26216.2	25306.5	24970.5	24814.7	25346.7	26311.7	29121.7	27759.5	25876.4
01/05/2011	SUN	23981.6	21724.5	19985.8	19158.8	18693.7	18513.4	18479.5	17811.9	18746.7	21153.8	22846.8	23335	23760.2	23694.7	23363	22240.4	21361.8	20974.3	20920.8	21602.3	23166.5	25861.3	26168.2	23895.3
